respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_348,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing","Email,Social media,Organization / Agency Websites","Unaware of training events,Location,Time of the year,Logistics of travel,Can't leave department / no back up,Not allowed work time to participate,Costs",NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2024 (Missoula),2024 MEHA RS/SIT Mentorship Program,2023 NEHA Annual Educational Conference","Confluence,2024 MEHA RS/SIT Mentorship Program,NEHA Annual Educational Conference",NA
_349,PQS,Region 4,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)",Email,"Logistics of travel,Family Responsibilities",NA,Helena,NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),p
_350,WBW,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,"Time of the year,Family Responsibilities",NA,"Kalispell ,Missoula",NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),Job specific trainings
_351,JSO,Region 3,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Email,"Logistics of travel,Not allowed work time to participate",NA,"Billings,Bozeman",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Confluence 2023 (Billings),Confluence,NA
_352,EUP,Region 2,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops)","Email,Digital Newsletter","Logistics of travel,Can't leave department / no back up",NA,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"Virtual MT PHTC Trainings,Other (please specify)","Virtual MT PHTC Trainings,Other (please specify)",Breastfeeding collaborative
_353,HVJ,Region 3,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops)","Email,Organization / Agency Websites","Unaware of training events,Other (please specify)","Participate in training specific to our own department (cancer, tobacco and reproductive health, STI/HIV  topics)",Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_354,IAB,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual,Job shadowing","Email,Digital Newsletter,Social media","Unaware of training events,Time of the year",NA,"Bozeman,Butte,Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"2024 MT Public Health Summer Institute (Helena),Confluence 2025 (Helena),Montana Public Health 101,Other (please specify)","Summer Institute,Confluence,Montana Public Health 101,Other (please specify)",Lots of WIC trainings too
_355,QLZ,Region 1,Frontier,County Health Department,Supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components)","Email,Connected Community","Logistics of travel,Costs",NA,"Billings,Glendive,Miles City ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),APHA 2024 Annual Meeting","Confluence,Confluence,Confluence,APHA Annual Meeting",NA
_356,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities",NA,"Billings,Glendive,Miles City ,Sidney",N/A,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Confluence 2025 (Helena),Confluence,NA
_357,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,Other (please specify),unfamiliar,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_358,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Job shadowing",Email,"Unaware of training events,Location,Time of the year,Family Responsibilities",NA,"Bozeman,Butte,Great Falls,Havre,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"APHA 2023 Annual Meeting,Other (please specify)","APHA Annual Meeting,Other (please specify)",Conference on Native American Nutrition 2023
_359,ZKQ,Region 2,Medium,County Health Department,Non-supervisor,,Multi-session series of trainings,"Email,Digital Newsletter","Family Responsibilities,Can't leave department / no back up",NA,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,Yes,Confluence 2025 (Helena),Confluence,NA
_360,CKZ,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components)",Email,"Family Responsibilities,Can't leave department / no back up,Not allowed work time to participate",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2025 (Helena)","Summer Institute,Confluence",NA
_361,PLV,Region 2,Frontier,Tribal Health Department,Executive,,"Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual","Email,Digital Newsletter",Unaware of training events,NA,Great Falls,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_362,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,,"In-person, hands on workshops",Email,Unaware of training events,NA,Missoula,NA,I have heard of it but not created an account.,No,NA,NA,NA
_363,HPF,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Blended (combination of online and in-person components)",Email,"Unaware of training events,Family Responsibilities,Costs",NA,"Billings,Butte,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),"FAN, Somatic Experiencing,"
_364,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing","Email,Connected Community,Organization / Agency Websites","Location,Time of the year,Family Responsibilities",NA,"Billings,Glendive,Miles City ,Sidney",NA,I have heard of it but not created an account.,Yes,"2024 MT Public Health Summer Institute (Helena),Confluence 2024 (Missoula),Other (please specify)","Summer Institute,Confluence,Other (please specify)",MTUPP
_365,STW,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops)","Email,Connected Community","Location,Logistics of travel,Family Responsibilities",NA,"Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2024 (Missoula)","Summer Institute,Summer Institute,Confluence",NA
_366,QLZ,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Toolkit / Resource Manual,Job shadowing",Email,"Unaware of training events,Location,Time of the year,Family Responsibilities",NA,"Billings,Glendive,Miles City ,Sidney",NA,I have created an account.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),Montana Public Health 101","Summer Institute,Summer Institute,Confluence,Confluence,Confluence,Montana Public Health 101",NA
_367,CKZ,Region 5,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Email,Topics that do not interest me,NA,Missoula,None,I have heard of it but not created an account.,No,NA,NA,NA
_368,CKZ,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)",Email,Other (please specify),Just started this job,"Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_369,CKZ,Region 5,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Blended (combination of online and in-person components)","Email,Digital Newsletter","Unaware of training events,Location,Time of the year,Costs",NA,Missoula,How current changes in funding etc. will effect our missions going forward?,I have created an account and taken some of the available trainings.,Yes,"New to Public Health Residency Program,Virtual MT PHTC Trainings","New to Public Health Residency Program,Virtual MT PHTC Trainings",NA
_370,OUG,Region 3,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing,Other (please specify)",Email,"Unaware of training events,Family Responsibilities",NA,"Billings,Bozeman,Butte,Glasgow,Glendive,Great Falls,Havre,Helena,Kalispell ,Miles City ,Missoula ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena)","Summer Institute,Summer Institute,Confluence,Confluence,Confluence",NA
_371,MVU,Region 2,Small,County Health Department,Non-supervisor,,"Group meetings,Online learning (live workshops),Online learning (self-paced workshops)",Email,Other (please specify),new  position,"Great Falls,Helena",NA,I have heard of it but not created an account.,No,NA,NA,NA
_372,MVU,Region 2,Small,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,"Location,Time of the year,Logistics of travel,Topics that do not interest me",NA,"Great Falls,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_373,MVU,Region 2,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Toolkit / Resource Manual",Email,"Time of the year,Can't leave department / no back up",NA,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Other (please specify)","Summer Institute,Other (please specify)",PHEP Collaborative Meetings
_374,IWH,Region 5,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings","Email,Digital Newsletter",Other (please specify),Federal funding cuts have reduced my hours,"Helena,Missoula",NA,I have created an account.,Yes,"Confluence 2025 (Helena),Virtual MT PHTC Trainings,Other (please specify)","Confluence,Virtual MT PHTC Trainings,Other (please specify)","2024 and 2025 IZ Regional Workshop, Smiles For Life, FEMA Cybersecurity, Stepping On Leadership Training, Lead Awareness Curriculum, Facilitation of Evidence Based Health Promotion Programs"
_375,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Toolkit / Resource Manual","Email,Organization / Agency Websites","Topics that do not interest me,Costs",NA,"Butte,Helena,Missoula",Organizational Justice,I have created an account and taken some of the available trainings.,Yes,"Confluence 2025 (Helena),Other (please specify)","Confluence,Other (please specify)",UM Public Administration Masters Program; Various webinars and in-person trainings
_376,KNN,Region 1,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops)",Email,"Location,Time of the year,Family Responsibilities",NA,"Glendive,Miles City ,Sidney",NA,I have created an account and taken some of the available trainings.,Yes,"2024 MT Public Health Summer Institute (Helena),Virtual MT PHTC Trainings","Summer Institute,Virtual MT PHTC Trainings",NA
_377,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Multi-session series of trainings,Job shadowing","Email,Digital Newsletter","Unaware of training events,Time of the year,Costs,Other (please specify)","Workload is so high, difficult to justify putting on hold for trainings","Butte,Helena,Kalispell ,Missoula","How to promote(and retain)a diverse workforce under the current federal administration, including in the more xenophobic and rural areas. Resources for outsourcing daily tasks to save time and address time management with overwhelming workloads.",I have created an account.,No,NA,NA,NA
_378,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)",Email,"Logistics of travel,Family Responsibilities,Costs",NA,"Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2024 (Missoula),Confluence 2025 (Helena),Montana Public Health 101,UM Public Health Certificate Program ","Summer Institute,Confluence,Confluence,Montana Public Health 101,UM Public Health Certificate Program ",NA
_379,KNA,Region 5,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)",Email,"Location,Logistics of travel,Can't leave department / no back up,Other (please specify)",not relevant to animals,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,2023 MT Public Health Summer Institute (Missoula),Summer Institute,NA
_380,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Toolkit / Resource Manual","Email,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Location,Logistics of travel,Costs",NA,"Bozeman,Butte,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"APHA 2023 Annual Meeting,APHA 2024 Annual Meeting","APHA Annual Meeting,APHA Annual Meeting",NA
_381,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Blended (combination of online and in-person components),Job shadowing",Email,"Location,Logistics of travel,Can't leave department / no back up",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),SIT Training
_382,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Multi-session series of trainings,Meeting one on one with a mentor,Toolkit / Resource Manual",Email,Other (please specify),"Not many PMQI specific trainings in Montana, or many virtual PMQI trainings specific to public health.","Bozeman,Butte,Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),Other (please specify)","Confluence,Other (please specify)","2024 PHIT Training, ProSci Change Management Training"
_383,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Blended (combination of online and in-person components),Job shadowing","Email,Digital Newsletter,Organization / Agency Websites",Costs,NA,"Billings,Bozeman,Butte,Great Falls,Helena,Kalispell ,Missoula",NA,I have created an account.,Yes,Other (please specify),Other (please specify),Breastfeeding and WIC trainings
_384,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Retreats (1 or 2-day sessions),Multi-session series of trainings,Job shadowing","Email,Connected Community,Digital Newsletter,Social media","Can't leave department / no back up,Not allowed work time to participate",NA,Missoula,NA,I have heard of it but not created an account.,No,NA,NA,NA
_385,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Organization / Agency Websites","Unaware of training events,Location,Costs",NA,"Butte,Helena,Missoula",NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),Breastfeeding conferences
_386,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings","Email,Organization / Agency Websites","Location,Time of the year,Logistics of travel,Can't leave department / no back up,Costs",NA,"Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Mountain Animal Welfare Summit
_387,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,"Unaware of training events,Location,Time of the year,Topics that do not interest me,Costs",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Montana Public Health 101,UM Public Health Certificate Program ,Other (please specify)","Montana Public Health 101,UM Public Health Certificate Program ,Other (please specify)",PTTC
_388,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing",Email,"Unaware of training events,Can't leave department / no back up,Costs",NA,"Butte,Great Falls,Helena,Missoula",NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),Trailhead Supervisor Training
_389,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops)",Email,Logistics of travel,NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),Wrestling with The Truth of Colonization 2023
_390,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Unaware of training events,Location,Logistics of travel,Family Responsibilities,Topics that do not interest me,Costs",NA,"Helena,Missoula ,Other (please specify)",NA,I have created an account.,Yes,Other (please specify),Other (please specify),MSW and additional therapeutic trainings
_391,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Meeting one on one with a mentor,Job shadowing",Email,"Unaware of training events,Logistics of travel",NA,Missoula,NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_392,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,"Time of the year,Logistics of travel,Costs",NA,"Butte,Helena,Missoula",Public Health Emergency Preparedness and the roles of health departments in incident management.,I have heard of it but not created an account.,Yes,"2023 MT Public Health Summer Institute (Missoula),2024 MT Public Health Summer Institute (Helena),Confluence 2025 (Helena),2023 NACCHO 360 Annual Conference","Summer Institute,Summer Institute,Confluence,2023 NACCHO 360 Annual Conference",NA
_393,KNA,Region 5,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Organization / Agency Websites,Topics that do not interest me,NA,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_394,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual",Email,"Unaware of training events,Location,Time of the year,Logistics of travel,Family Responsibilities",NA,Missoula,NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_395,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components)","Email,Connected Community,Organization / Agency Websites","Unaware of training events,Location,Family Responsibilities,Topics that do not interest me,Costs",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),APHA 2024 Annual Meeting","Confluence,Confluence,APHA Annual Meeting",NA
_396,KNA,Region 5,Large,County Health Department,Executive,,"Colleagues observing me & providing feedback,Lectures,Online learning (self-paced workshops),Meeting one on one with a mentor",Email,"Logistics of travel,Family Responsibilities,Can't leave department / no back up,Costs",NA,"Butte,Great Falls,Havre,Helena,Kalispell ,Missoula",NA,I have heard of it but not created an account.,Yes,"Confluence 2024 (Missoula),Other (please specify)","Confluence,Other (please specify)","Psychological Safety Training,"
_397,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Logistics of travel,Family Responsibilities,Topics that do not interest me,Costs",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have heard of it but not created an account.,Yes,"Confluence 2024 (Missoula),Confluence 2025 (Helena)","Confluence,Confluence",NA
_398,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)",Email,Unaware of training events,NA,Missoula,NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_399,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Lectures,Online learning (self-paced workshops),Job shadowing","Email,Digital Newsletter","Time of the year,Logistics of travel,Family Responsibilities,Costs",NA,"Bozeman,Helena,Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),All Montana WIC fostered
_400,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Blended (combination of online and in-person components)",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities,Costs",NA,Missoula,NA,I have created an account.,No,NA,NA,NA
_401,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)",Email,Unaware of training events,NA,Missoula,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_402,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Toolkit / Resource Manual",Email,"Unaware of training events,Time of the year",NA,"Helena,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,2023 NACCHO 360 Annual Conference,2023 NACCHO 360 Annual Conference,NA
_403,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Toolkit / Resource Manual",Organization / Agency Websites,Unaware of training events,NA,"Billings,Bozeman,Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_404,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops",Email,"Unaware of training events,Logistics of travel,Can't leave department / no back up",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),You Call the Shots
_405,RIP,Region 4,Frontier,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,"Logistics of travel,Costs",NA,"Great Falls,Helena",NA,I have created an account and taken some of the available trainings.,Yes,"Confluence 2023 (Billings),Confluence 2025 (Helena),Virtual MT PHTC Trainings","Confluence,Confluence,Virtual MT PHTC Trainings",NA
_406,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components)","Email,Digital Newsletter","Unaware of training events,Location,Time of the year,Logistics of travel,Costs",NA,"Billings,Bozeman,Miles City",NA,I have heard of it but not created an account.,Yes,Virtual MT PHTC Trainings,Virtual MT PHTC Trainings,NA
_407,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing","Email,Connected Community,Digital Newsletter,Organization / Agency Websites","Unaware of training events,Location,Topics that do not interest me,Costs",NA,"Butte,Helena,Kalispell ,Missoula",NA,I have created an account and taken some of the available trainings.,Yes,"Virtual MT PHTC Trainings,APHA 2023 Annual Meeting,Other (please specify)","Virtual MT PHTC Trainings,APHA Annual Meeting,Other (please specify)","eCornell DEI certificate, Accessibility Webinars through various training centers, APHA and ASTHO webinars, NACCHO Public Health Law Convening"
_408,LVI,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (self-paced workshops),Blended (combination of online and in-person components)",Email,"Logistics of travel,Family Responsibilities",NA,"Butte,Helena",NA,I have created an account.,Yes,Other (please specify),Other (please specify),"maternal mental health trainings, pediatric Mental health trainings, Child abuse and neglect trainings, FAN training"
_409,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Multi-session series of trainings",Email,"Location,Logistics of travel,Family Responsibilities",NA,"Bozeman,Missoula",NA,I have heard of it but not created an account.,Yes,"Confluence 2024 (Missoula),Other (please specify)","Confluence,Other (please specify)",2025 NACCHO 360
_410,IXW,Region 1,Small,Tribal Health Department,Supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops)",Email,"Location,Time of the year,Logistics of travel",NA,"Glasgow,Glendive,Sidney",public health emergency preparedness,I have heard of it but not created an account.,No,NA,NA,NA
_411,MVU,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual",Email,Unaware of training events,NA,"Great Falls,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_412,KNA,Region 5,Large,County Health Department,Non-supervisor,,Lectures,Email,Other (please specify),Contracts is a legal topic and not likely to support me attending public health training,"Billings,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_413,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Online learning (live workshops),Online learning (self-paced workshops)","Email,Digital Newsletter,Organization / Agency Websites","Unaware of training events,Other (please specify)","""Unaware"" only because I'm a new employee.","Kalispell ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_414,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Blended (combination of online and in-person components),Toolkit / Resource Manual,Job shadowing",Email,"Unaware of training events,Costs",NA,"Bozeman,Butte,Great Falls,Helena,Kalispell ,Missoula",NA,I have created an account.,Yes,"2023 MT Public Health Summer Institute (Missoula),APHA 2023 Annual Meeting,APHA 2024 Annual Meeting","Summer Institute,APHA Annual Meeting,APHA Annual Meeting",NA
_415,KNA,Region 5,Large,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops)",Email,"Location,Family Responsibilities,Topics that do not interest me",NA,Missoula,NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),"Strategic planning, resiliency training, culture of quality, pmqi, job related conferences specific to my work, gender equality and education"
_416,EVG,Region 2,Medium,County Health Department,Supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Toolkit / Resource Manual","Email,Connected Community,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Location,Time of the year,Family Responsibilities",NA,"Great Falls,Havre",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_417,KNA,Region 5,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions)",Email,Costs,NA,Missoula,NA,I have heard of it but not created an account.,Yes,"UM Public Health Certificate Program ,Other (please specify)","UM Public Health Certificate Program ,Other (please specify)","23-25 BFLC, NWA Annual Conference April 2024"
_418,KNA,Region 5,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback",Email,"Logistics of travel,Family Responsibilities",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Other (please specify),Other (please specify),recert
_419,KNA,Region 5,Large,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Digital Newsletter,"Time of the year,Can't leave department / no back up",NA,Missoula,NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
