"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"11","QGZ","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",10,15,15,NA,"Almost Always","Almost Always","Always","Almost Always","Almost Always","Almost Always","Always","Always","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Disagree","Agree","Agree","I have one or more symptoms of burnout that won't go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job satisfaction,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"2028","Woman",NA,"White",NA,57,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","before 2030","retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","55-64","55+",15,"10+","satisfied with job","leaving OR retiring"
"12","QGZ","Region 1","Small","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",7,7,7,NA,"Usually","Usually","Always","Never","Sometimes","Usually","Always","Sometimes","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Disagree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"flexible work schedule,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,36,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Usually/Always","Usually/Always","Usually/Always","Rarely/Never","Sometimes","Usually/Always","Usually/Always","Sometimes","Region 1 and 2","less than Bachelors","35-44","35-54",7,"5-9","satisfied with job","staying"
"13","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,10,10,NA,"Almost Always","Always","Almost Always","Almost Always","Almost Always","Usually","Always","Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Wellness coaching",NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,opportunities for advancement,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,31,"MBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",10,"10+","satisfied with job","staying"
"14","PQS","Region 4","Large","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,1,1,1,"Sometimes","Sometimes","Usually","Rarely","Sometimes","Usually","Usually","Usually","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","The environment can be a challenge due to the various programs, positions, and the differences in program - department working schedules.","Fair","Disagree","Disagree","Disagree","Agree","I have one or more symptoms of burnout that won't go away","Yes","Workplace",NA,"Yes","Wellness coaching,Wellness Champions Program,Virtual training,In-person training",NA,"Yes","Other (please specify)","Not sure but would consider staying with the county or state govrenment","job satisfaction,lack of flexible work schedule,lack of opportunities for advancement,lack of support from coworkers,organizational climate / culture,pay,remote work policies",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Other Certification (please specify)","Anything that would assist the department","Bachelors","Supervisor","Supervisor/Executive","after 2030","leaving not retiring","Chronic or Complete","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Sometimes","Sometimes","Usually/Always","Rarely/Never","Sometimes","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","Unknown","Unknown",1,"0-4","not satisfied with job","leaving OR retiring"
"15","WBW","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,5,5,NA,"Almost Always","Sometimes","Always","Sometimes","Rarely","Always","Sometimes","Sometimes","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","I have formal education and experience that can help improve workflow; however, most times that is overlooked even though I am asked to join most committees/meetings that currently make decisions in our office. I feel very undervalued, sometimes worthless and most times not included until after the fact. I don't like that I am asked to join these committees then just nothing I do or say is valued. It feels very misleading and I don't know where I actually stand.","Good","Agree","Strongly Agree","Strongly Agree","Disagree","I have one or more symptoms of burnout that won't go away","Yes","Other (please specify)","University of MT Wellness","Yes","Wellness coaching,Sound therapy,Art therapy,In-person training,Other (please specify)","breathing exercises","Yes","Other (please specify)","pursue further education to elevate myself from my current associated degree","job instability, layoffs),lack of acknowledgement / recognition,lack of opportunities for advancement,lack of support from coworkers,pay,other","lack of communication; seems if you miss anything you are left not knowing you don't know the most updated information.",NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,50,"Other associate degree (please specify)","Associates of Applied Science in Health Information Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Physical Activity in Public Health Specialist (PAPHS),Other Certification (please specify)","HIPAA certification, RHIT (credential for my degree), Medical Assistant","Associates","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Usually/Always","Sometimes","Usually/Always","Sometimes","Rarely/Never","Usually/Always","Sometimes","Sometimes","Region 4 and 5","less than Bachelors","45-54","35-54",5,"5-9","satisfied with job","leaving OR retiring"
"16","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,15,NA,"Almost Always","Always","Almost Always","Almost Always","Always","Always","Always","Almost Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","I absolutely love my job!  I have been here 8 months and I plan to be here as long as the funding allows.  The flexibility is amazing and I feel like I have a voice in my current position.","Very Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Art therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation,Other (please specify)","Any wellness is beneficial!","No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers,training opportunities,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,41,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",15,"10+","satisfied with job","staying"
"17","JIK","Region 1","Frontier","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",10,10,10,NA,"Almost Always","Almost Always","Almost Always","Usually","Almost Always","Almost Always","Almost Always","Almost Always","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Agree","Disagree","Agree","I have no symptoms of burnout","No",NA,NA,"Yes","Wellness coaching,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"flexible work schedule,job satisfaction,job stability,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,37,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified Community Health Worker,Physical Activity in Public Health Specialist (PAPHS)",NA,"Associates","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","less than Bachelors","35-44","35-54",10,"10+","satisfied with job","staying"
"18","SAA","Region 1","Frontier","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,2,2,3,"Usually","Usually","Sometimes","Usually","Usually","Rarely","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Disagree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Wellness Champions Program,Virtual training",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,37,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Health Education Specialist (CHES or Master CHES),Infection Control Certification (CIC),Physical Activity in Public Health Specialist (PAPHS)",NA,"Bachelors","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Rarely/Never","Sometimes","Sometimes","Region 1 and 2","Bachelors or higher","35-44","35-54",3,"0-4","satisfied with job","staying"
"19","SMA","Region 1","Medium","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",15,10,15,NA,"Sometimes","Sometimes","Almost Always","Sometimes","Almost Always","Usually","Almost Always","Almost Always","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Montana Public Health Training Center - Wellness Program",NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,pay,support from coworkers",NA,"I am not planning to retire before 2030","Prefer not to answer",NA,"White",NA,67,"Associate's degree in nursing,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Infection Control Certification (CIC)",NA,"Yes","Infection Control Certification (CIC)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Sometimes","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 1 and 2","Bachelors or higher","65-74","55+",15,"10+","satisfied with job","staying"
"20","WBW","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",12,12,12,NA,"Almost Always","Sometimes","Almost Always","Almost Always","Usually","Almost Always","Usually","Usually","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree",NA,"Fair","Strongly Agree","Agree","Disagree","Disagree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"Yes","Wellness coaching,Sound therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,50,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","45-54","35-54",12,"10+","satisfied with job","staying"
"21","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Sometimes","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Usually","Sometimes","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree",NA,"Fair","Strongly Disagree","Disagree","Strongly Agree","Agree","I have one or more symptoms of burnout that won't go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Art therapy,Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"Yes","Leave the workforce",NA,"better opportunities outside the agency,pay,reasons unrelated to my job,stress,work overload / burnout",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,24,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"Yes","Nurse certification (RN, LPN, NP, BSN),Registered Dietitian (RD)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Sometimes","Sometimes","Sometimes","Rarely/Never","Rarely/Never","Sometimes","Usually/Always","Sometimes","Region 4 and 5","Bachelors or higher","18-34","18-34",1,"0-4","not satisfied with job","leaving OR retiring"
"22","CYQ","Region 5","Small","Tribal Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,17,NA,"Almost Always","Almost Always","Sometimes","Sometimes","Usually","Sometimes","Usually","Almost Always","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Wellness coaching,Sound therapy,Art therapy,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job satisfaction,organizational climate / culture,pride in the organization and its mission,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"American Indian or Alaska Native",NA,65,"High school or equivalent,Associate's degree in nursing,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"No",NA,NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Sometimes","Sometimes","Usually/Always","Sometimes","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","65-74","55+",17,"10+","satisfied with job","staying"
"23","CYQ","Region 5","Small","Tribal Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",8,8,14,8,"Almost Always","Usually","Usually","Usually","Almost Always","Usually","Sometimes","Usually","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree",NA,"Good","Strongly Agree","Disagree","Agree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"Yes","Sound therapy,In-person training",NA,"Yes","Retire",NA,"retirement",NA,NA,NA,"2026","Woman",NA,"White",NA,60,"MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"Masters or higher","Supervisor","Supervisor/Executive","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Region 4 and 5","Bachelors or higher","55-64","55+",14,"10+","satisfied with job","leaving OR retiring"
"24","PQS","Region 4","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,4,4,NA,"Almost Always","Almost Always","Almost Always","Usually","Almost Always","Always","Usually","Almost Always","Agree","Strongly Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree",NA,"Good","Agree","Strongly Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,job stability,pride in the organization and its mission,remote work policies",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,53,"MPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"Yes","Certified in Public Health (CPH),Diabetes Educator Certification (CDE)",NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","45-54","35-54",4,"0-4","satisfied with job","staying"
"25","CYQ","Region 5","Small","Tribal Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",2,10,10,10,"Usually","Usually","Usually","Always","Always","Always","Sometimes","Sometimes","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree",NA,"Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace",NA,"Yes","Sound therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"exciting and challenging work,flexible work schedule,job satisfaction,lack of stress,pay,pride in the organization and its mission,remote work policies,satisfaction with your supervisor,training opportunities,unsatisfactory opportunities outside of the agency",NA,"2026","Woman",NA,"American Indian or Alaska Native,White",NA,45,"DNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)","DNP, FNP-C","No",NA,NA,"Masters or higher","Supervisor","Supervisor/Executive","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Sometimes","Region 4 and 5","Bachelors or higher","45-54","35-54",10,"10+","satisfied with job","leaving OR retiring"
"26","JIK","Region 1","Frontier","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",11,15,11,11,"Almost Always","Usually","Usually","Almost Always","Almost Always","Almost Always","Sometimes","Sometimes","Agree","Strongly Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Disagree",NA,"Good","Agree","Disagree","Agree","Strongly Disagree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,other","Family is nearby","I am not planning to retire before 2030","Woman",NA,"White",NA,55,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)","ACLS","Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Physical Activity in Public Health Specialist (PAPHS),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"Associates","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Disagree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Sometimes","Sometimes","Region 1 and 2","less than Bachelors","55-64","55+",15,"10+","satisfied with job","staying"
"27","CYQ","Region 5","Small","Tribal Health Department","Executive: member of senior executive service or equivalent",7,10,13,7,"Sometimes","Usually","Almost Always","Always","Usually","Almost Always","Usually","Always","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree",NA,"Very Good","Strongly Agree","Agree","Agree","Disagree","I have one or more symptoms of burnout that won't go away","Yes","Montana Public Health Training Center - Wellness Program,Other (please specify)","Private Pay","Yes","Art therapy,In-person training,Guided meditation,Other (please specify)","guided physical activity, nutrition programs","No",NA,NA,NA,NA,"flexible work schedule,other","loyal/commitment","I am not planning to retire before 2030","Woman",NA,"White",NA,41,"MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,"Yes","Certified in Public Health (CPH),Other Certification (please specify)","DipACLM","Masters or higher","Executive","Supervisor/Executive","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",13,"10+","satisfied with job","staying"
