lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
HPF,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",11,11,NA,NA,Always,Usually,Almost Always,Usually,Sometimes,Almost Always,Sometimes,Rarely,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,"When we all start by assuming positive intentions and show grace to everyone we work with, I believe it creates a highly productive and enjoyable work environment and atmosphere.

It's important to recognize and address situations without jumping to conclusions and making assumptions without sufficient evidence.

When situations arise and conclusions are made without thoroughly identifying and/or understanding the details or information from the individuals involved has led to misinterpretations and misunderstandings.

Gaining a broader perspective would be more beneficial and could avoid the impacts of negative relationships, unnecessary emotional distress and the breaking down of trust, as well as ineffective decision-making.

",Very Good,Agree,Agree,Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Pay,Pride in the organization and its mission,Other (please specify)","In my opinion, for the past 10 years I could say Organizational Culture, Support from co-workers and Supervisor satisfaction were prominent; however, this past year those areas have declined due to misinterpretations, misunderstandings stemming from assumptions made without sufficient evidence or acquiring a broader perspective. Additionally, the absence of clear communication has led to trust issues, emotional turmoil a breakdown in the team dynamics and strengths.",I am not planning to retire before 2030,Woman,NA,White,NA,60,Other associate degree (please specify),Associates In Applied Science (CDA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",16,16,16,10,Usually,Almost Always,Usually,Usually,Almost Always,Usually,Usually,Always,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Mentorship opportunities,Opportunities for advancement,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Man,NA,White,NA,48,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,Yes,Certified in Public Health (CPH),NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Sometimes,Almost Always,Almost Always,Rarely,Sometimes,Usually,Usually,Usually,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Fair,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,Yes,Pursue further education,NA,Pay,NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,30,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,Yes,Licensed Clinical Social Worker (LCSW),NA
INE,Region 5,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,4,NA,Almost Always,Always,Always,Always,Almost Always,Almost Always,Always,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I just started working here and it has beyond exceeded my expectations. I am absolutely loving the job, my coworkers, my supervisor and the members of the public I have worked with so far. I have received so much support and have many trainings scheduled to bring me up to speed as soon as possible. I have yet to come across any red flags in the position or department.",Excellent,Agree,Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,25,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,Yes,"Certified Community Health Worker,Certified in Public Health (CPH),Infection Control Certification (CIC),Laboratory Certification",NA
OES,Region 4,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,5,5,NA,Always,Always,Always,Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Remote work policies",NA,I am not planning to retire before 2030,Woman,NA,White,NA,68,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),Child Passenger Safety Technician,Yes,"Certified Community Health Worker,Physical Activity in Public Health Specialist (PAPHS)",NA
ZAP,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Almost Always,Usually,Always,Always,Usually,Usually,Always,Usually,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,Fair,Agree,Strongly Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability,Opportunities for advancement,Pay,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,31,"High school or equivalent,Associate's degree in nursing,Other associate degree (please specify),BSN,DNP",AS in general education and AA in general education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,Certified in Public Health (CPH),NA
INE,Region 5,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Almost Always,Almost Always,Never,Usually,Always,Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Strongly Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Lack of stress,Remote work policies",NA,I am not planning to retire before 2030,Woman,NA,White,NA,38,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
INE,Region 5,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,1,NA,Sometimes,Rarely,Almost Always,Rarely,Rarely,Usually,Always,Always,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Fair,Agree,Strongly Agree,Strongly Agree,Disagree,"I am completely burnt out, my symptoms won't go away",No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job stability",NA,I am not planning to retire before 2030,Woman,NA,White,NA,30,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
WBE,Region 1,Frontier,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",16,16,16,16,Sometimes,Almost Always,Almost Always,Almost Always,Usually,Almost Always,Usually,Almost Always,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Very Good,Strongly Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,58,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Infection Control Certification (CIC),Laboratory Certification",NA
ZKQ,Region 2,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",NA,NA,NA,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Sometimes,Sometimes,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,NA,Very Good,Agree,Agree,Strongly Disagree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Exciting and challenging work,Flexible work schedule (e.g., flex hours)",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
HPF,Region 4,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",9,9,9,4,Usually,Almost Always,Sometimes,Never,Usually,Sometimes,Usually,Usually,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I have a great team and my manager is super supportive. The Director is not super supportive, and I would not consider this person a great leader. The Directors leadership style is Bureaucratic and punitive. The Director has never done the roles of 2 of the teams they supervise, and the Directors emotional intelligence is missing which is a huge part of the qualities needed to effectively supervise 2 of the Director's teams. The Director's leadership style greatly affects the continual decrease in my job satisfaction.",Good,Agree,Strongly Disagree,Strongly Disagree,Agree,I have one or more symptoms of burnout that won't go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,48,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",9,11,9,NA,Usually,Almost Always,Almost Always,Almost Always,Sometimes,Usually,Sometimes,Usually,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,NA,Good,Agree,Agree,Disagree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Pay,Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,41,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,14,14,NA,Almost Always,Almost Always,Almost Always,Usually,Sometimes,Usually,Almost Always,Almost Always,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,NA,Very Good,Strongly Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Job satisfaction,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,60,"Associate's degree in nursing,Other associate degree (please specify)",General Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",NA,12,NA,NA,Usually,Usually,Usually,Sometimes,Sometimes,Usually,Almost Always,Usually,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,NA,Very Good,Agree,Agree,Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job stability,Lack of stress,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Prefer not to answer,NA,Other (please specify),OTHER,21,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Environmental Health,NA,Other Certification (please specify),REHS,No,NA,NA
ZAP,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,6,NA,Sometimes,Sometimes,Usually,Rarely,Sometimes,Usually,Sometimes,Rarely,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,NA,Very Good,Agree,Agree,Disagree,Disagree,I have one or more symptoms of burnout that come and go away,Yes,Take another governmental job in public health,NA,"Job satisfaction,Lack of acknowledgement / recognition,Lack of support from coworkers,Organizational climate / culture,Pay,Satisfaction with your supervisor,Stress",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,White,NA,43,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified Community Health Worker,Certified in Public Health (CPH),Laboratory Certification,Licensed Clinical Social Worker (LCSW),Registered Dietitian (RD)",NA
PQS,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,8,8,NA,Almost Always,Always,Usually,Sometimes,Always,Usually,Usually,Always,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,NA,Poor,Strongly Agree,Disagree,Agree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Organizational climate / culture,Pride in the organization and its mission,Remote work policies,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,31,"BS/BA,I am currently pursuing a degree",NA,NA,NA,NA,NA,MPH,NA,NA,NA,NA,NA,Yes,"Biostatistics,Epidemiology",NA,"Certified in Public Health (CPH),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,No,NA,NA
FHK,Region 1,Frontier,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Usually,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job satisfaction,Lack of stress,Mentorship opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,41,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
VUP,Region 4,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Always,Usually,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Fair,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Lack of stress,Mentorship opportunities,Pride in the organization and its mission,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified in Public Health (CPH),Diabetes Educator Certification (CDE),Infection Control Certification (CIC)",NA
JSO,Region 3,Large,County Health Department,Executive: member of senior executive service or equivalent,3,16,16,6,Almost Always,Always,Almost Always,Always,Almost Always,Usually,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Disagree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,54,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
INE,Region 5,Medium,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",0,2,2,0,Usually,Almost Always,Usually,Almost Always,Almost Always,Almost Always,Almost Always,Usually,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Strongly Agree,Disagree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job stability,Pay,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,31,"Other associate degree (please specify),BS/BA",Specialization in Addictions Counseling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),Im a local collaboration coordinator,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",10,16,16,NA,Usually,Usually,Almost Always,Usually,Almost Always,Almost Always,Usually,Usually,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Currently everything is changing in my work environment.,Very Good,Strongly Agree,Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Pay,Support from coworkers,Training opportunities,Unsatisfactory opportunities outside of the agency",NA,I am not planning to retire before 2030,Woman,NA,White,NA,11,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Environmental Health,NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",13,7,13,NA,Usually,Usually,Almost Always,Usually,Sometimes,Almost Always,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability",NA,I am not planning to retire before 2030,Man,NA,White,NA,50,"Other associate degree (please specify),Other bachelor's degree (please specify)",Business Admin,Environmental Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Biostatistics,Community / Population Health,Environmental Health,Global / International Health,Health Policy,Social and Behavioral Science",NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,No,NA,NA
PQS,Region 4,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,6,8,NA,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,NA,Excellent,Agree,Agree,Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Remote work policies",NA,I am not planning to retire before 2030,Prefer not to answer,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical Activity in Public Health Specialist (PAPHS),NA,No,NA,NA
WBW,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Almost Always,Usually,Almost Always,Rarely,Usually,Sometimes,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,Yes,Leave the workforce,NA,"Better opportunities outside the agency,Pay,Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.),Remote work policies,Satisfaction with your supervisor,Work overload / burnout",NA,NA,NA,I am not planning to retire before 2030,Man,NA,White,NA,30,Other associate degree (please specify),Child Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),"Doula, CPST",Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",18,NA,18,NA,Usually,Always,Always,Almost Always,Almost Always,Always,Always,Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,NA,NA,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Lack of stress,Organizational climate / culture,Satisfaction with your supervisor",NA,2029,Woman,NA,White,NA,55,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other Certification (please specify),Tobacco Health Specialist,No,NA,NA
EUP,Region 2,Large,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",4,4,NA,NA,Almost Always,Almost Always,Almost Always,Sometimes,Usually,Almost Always,Almost Always,Almost Always,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,NA,Very Good,Strongly Agree,Strongly Agree,Strongly Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Exciting and challenging work,Satisfaction with your supervisor,Support from coworkers",NA,2026,Woman,NA,White,NA,62,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Registered Dietitian (RD),NA,No,NA,NA
HVJ,Region 3,Medium,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",NA,NA,NA,NA,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Almost Always,Always,Almost Always,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,Very Good,Strongly Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Organizational climate / culture,Pay,Pride in the organization and its mission,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Woman,NA,White,NA,59,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Community / Population Health,Health Education,Maternal, Child, and Adolescent Health,Women's and Reproductive Health",NA,Other Certification (please specify),Family Planning Health Worker now expired,Yes,"Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES)",NA
IAB,Region 4,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Almost Always,Always,Always,Almost Always,Always,Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I Have worked in a lot of places in the past couple of years and i have never enjoyed my coworkers and work environment more. I also have never been paid this amount or had these types of benefits however I am still struggling like most Americans and having a nice livable wage would be so helpful. but I'm sure most of this country would agree.,Very Good,Strongly Agree,Strongly Agree,Agree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Opportunities for advancement,Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,25,"High school or equivalent,Other associate degree (please specify),BS/BA",business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA
