"resp_id","region","size","sup_status","current_credentials","cred_recat","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","highest_degree","degree_recat"
284,"Region 2","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"Other master's degree (please specify)",NA,NA,"MFA",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
285,"Region 5","Medium","Supervisor","Other Certification (please specify)","certified","Manager of Landfill Operations","No",NA,NA,"High school or equivalent,Other associate degree (please specify)","Civil Engineering",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
286,"Region 2","Large","Executive","Other Certification (please specify)","certified","Activity Director Certified","Yes","Certified Community Health Worker,Certified in Public Health (CPH)",NA,"Other associate degree (please specify)","Associate of Arts",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
287,"Region 3","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Licensed Clinical Social Worker (LCSW)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
288,"Region 3","Medium","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
289,"Region 3","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified Community Health Worker,Infection Control Certification (CIC)",NA,"BS/BA,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
290,"Region 4","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Other Certification (please specify)","LAC","BSN,MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health",NA,"Masters or higher","Bachelors or higher"
291,"Region 1","Frontier","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
292,"Region 4","Small","Non-supervisor","Certified Community Health Worker,Other Certification (please specify)","certified","EMT","Yes","Diabetes Educator Certification (CDE),Infection Control Certification (CIC)",NA,"High school or equivalent,I am currently pursuing a degree",NA,NA,NA,"Other bachelor's degree (please specify)",NA,"BS in psychology",NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
293,"Region 4","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
294,"Region 3","Medium","Non-supervisor","Other Certification (please specify),Not formally certified","certified","Agronomy(major), microbiology (emphasis), soil science and biology (minor).","Yes","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
295,"Region 4","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN),Not formally certified","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker,Certified in Public Health (CPH),Infection Control Certification (CIC),Laboratory Certification",NA,"High school or equivalent,Associate's degree in nursing,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
296,"Region 3","Large","Executive","Certified in Public Health (CPH)","certified",NA,"No",NA,NA,"MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
297,"Region 3","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Physical Activity in Public Health Specialist (PAPHS)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
298,"Region 1","Medium","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
299,"Region 3","Large","Supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH)",NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
300,"Region 3","Large","Supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
301,"Region 3","Large","Supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Aging,Community / Population Health,Epidemiology,Food Systems / Nutrition,Health Communication,Health Education,Health Policy,Healthcare Management / Administration,Maternal, Child, and Adolescent Health,Program Planning and Evaluation",NA,"Bachelors","Bachelors or higher"
302,"Region 2","Small","Non-supervisor","Physical Activity in Public Health Specialist (PAPHS)","certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
303,"Region 4","Large","Non-supervisor","Certified Health Education Specialist (CHES or Master CHES),Not formally certified","certified",NA,"No",NA,NA,"MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
304,"Region 5","Small","Supervisor","Other Certification (please specify)","certified","Licensed Clinical Professional Counselor (LCPC)","No",NA,NA,"MEd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
305,"Region 3","Large","Supervisor","Certified in Public Health (CPH)","certified",NA,"No",NA,NA,"MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
306,"Region 4","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Community Health Worker,Licensed Clinical Social Worker (LCSW)",NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health",NA,"Bachelors","Bachelors or higher"
307,"Region 4","Large","Executive","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"MPH,I am currently pursuing a degree",NA,NA,NA,"DrPH",NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
308,"Region 4","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
309,"Region 4","Large","Supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
310,"Region 4","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
311,"Region 4","Large","Supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
312,"Region 1","Frontier","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
313,"Region 4","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Other Certification (please specify)","N/A","BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
314,"Region 4","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Other Certification (please specify)","hazwopper","BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
315,"Region 3","Medium","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Other Certification (please specify)","certified","Certified Birth Doula","Yes","Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES),Diabetes Educator Certification (CDE)",NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
316,"Region 4","Large","Supervisor","Not formally certified","Not formally certified",NA,"Yes","Other Certification (please specify)","Professional Hydrologist","BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
317,"Region 5","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
318,"Region 4","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified Community Health Worker,Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
319,"Region 4","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)","certified","CPST, BLS Instructor","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)","CPST, BLS Inatructor","High school or equivalent,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
320,"Region 2","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA,"BS/BA,Other master's degree (please specify)",NA,NA,"Graduate Certificate",NA,NA,NA,NA,NA,NA,"Yes","Food Systems / Nutrition",NA,"Masters or higher","Bachelors or higher"
321,"Region 5","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Infection Control Certification (CIC)",NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
322,"Region 5","Medium","Supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH)",NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
323,"Region 5","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified Community Health Worker,Licensed Clinical Social Worker (LCSW)",NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
324,"Region 4","Large","Supervisor","Other Certification (please specify)","certified","Certified Car Seat Technician","Yes","Certified in Public Health (CPH)",NA,"MPA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
325,"Region 1","Small","Non-supervisor","Other Certification (please specify)","certified","certified nurses aide","Yes","Certified Community Health Worker",NA,"Other associate degree (please specify)","Associates of arts: chemical dependency",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
326,"Region 3","Large","Supervisor","Not formally certified","Not formally certified",NA,"Yes","Certified in Public Health (CPH),Licensed Clinical Social Worker (LCSW)",NA,"MSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
327,"Region 4","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Other associate degree (please specify)","Associates In Applied Science (CDA)",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
328,"Region 3","Large","Supervisor","Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
329,"Region 3","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Licensed Clinical Social Worker (LCSW)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
330,"Region 5","Medium","Non-supervisor","Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"Yes","Certified Community Health Worker,Certified in Public Health (CPH),Infection Control Certification (CIC),Laboratory Certification",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
331,"Region 4","Small","Non-supervisor","Other Certification (please specify)","certified","Child Passenger Safety Technician","Yes","Certified Community Health Worker,Physical Activity in Public Health Specialist (PAPHS)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
332,"Region 4","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"High school or equivalent,Associate's degree in nursing,Other associate degree (please specify),BSN,DNP","AS in general education and AA in general education",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
333,"Region 5","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
334,"Region 5","Medium","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
335,"Region 1","Frontier","Supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Infection Control Certification (CIC),Laboratory Certification",NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
336,"Region 2","Medium","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
337,"Region 4","Large","Supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
338,"Region 3","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
339,"Region 3","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing,Other associate degree (please specify)","General Studies",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
340,"Region 3","Large","Non-supervisor","Other Certification (please specify)","certified","REHS","No",NA,NA,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Environmental Health",NA,"Bachelors","Bachelors or higher"
341,"Region 4","Large","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified Community Health Worker,Certified in Public Health (CPH),Laboratory Certification,Licensed Clinical Social Worker (LCSW),Registered Dietitian (RD)",NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
342,"Region 4","Large","Non-supervisor","Certified in Public Health (CPH),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"BS/BA,I am currently pursuing a degree",NA,NA,NA,"MPH",NA,NA,NA,NA,NA,"Yes","Biostatistics,Epidemiology",NA,"Bachelors","Bachelors or higher"
343,"Region 1","Frontier","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
344,"Region 4","Small","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified in Public Health (CPH),Diabetes Educator Certification (CDE),Infection Control Certification (CIC)",NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
345,"Region 3","Large","Executive","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
346,"Region 5","Medium","Supervisor","Other Certification (please specify)","certified","Im a local collaboration coordinator","No",NA,NA,"Other associate degree (please specify),BS/BA","Specialization in Addictions Counseling",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
347,"Region 3","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Environmental Health",NA,"Bachelors","Bachelors or higher"
348,"Region 3","Large","Non-supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)","certified",NA,"No",NA,NA,"Other associate degree (please specify),Other bachelor's degree (please specify)","Business Admin","Environmental Studies",NA,NA,NA,NA,NA,NA,NA,"Yes","Biostatistics,Community / Population Health,Environmental Health,Global / International Health,Health Policy,Social and Behavioral Science",NA,"Bachelors","Bachelors or higher"
349,"Region 4","Large","Non-supervisor","Physical Activity in Public Health Specialist (PAPHS)","certified",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"less than Bachelors"
350,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Doula, CPST","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"Other associate degree (please specify)","Child Education",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
351,"Region 3","Large","Non-supervisor","Other Certification (please specify)","certified","Tobacco Health Specialist","No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
352,"Region 2","Large","Supervisor","Registered Dietitian (RD)","certified",NA,"No",NA,NA,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
353,"Region 3","Medium","Supervisor","Other Certification (please specify)","certified","Family Planning Health Worker now expired","Yes","Certified Community Health Worker,Certified Health Education Specialist (CHES or Master CHES)",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health,Health Education,Maternal, Child, and Adolescent Health,Women's and Reproductive Health",NA,"Bachelors","Bachelors or higher"
354,"Region 4","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA,"High school or equivalent,Other associate degree (please specify),BS/BA","business",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
355,"Region 1","Frontier","Supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
356,"Region 1","Frontier","Non-supervisor","Certified Community Health Worker","certified",NA,"Yes","Certified Community Health Worker",NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
357,"Region 5","Small","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Not formally certified","certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
358,"Region 5","Small","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)","certified",NA,"Yes","Certified in Public Health (CPH)",NA,"MA/MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
359,"Region 2","Medium","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"Associate's degree in nursing,BS/BA,I am currently pursuing a degree",NA,NA,NA,"BSN",NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
360,"Region 5","Large","Non-supervisor","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN),Other Certification (please specify)","certified","CPST","No",NA,NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
361,"Region 2","Frontier","Executive","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent,BS/BA,Other master's degree (please specify)",NA,NA,"Management w/Healthcare Admin.",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
362,"Region 5","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
363,"Region 4","Large","Supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
364,"Region 1","Frontier","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
365,"Region 5","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
366,"Region 1","Frontier","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"Other associate degree (please specify)","arts and science",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
367,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
368,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified in Public Health (CPH),Registered Dietitian (RD)",NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
369,"Region 5","Large","Non-supervisor","Laboratory Certification,Other Certification (please specify)","certified","Medical Assistant/Phelebotomist","Yes","Certified Community Health Worker,Certified in Public Health (CPH)",NA,"Other associate degree (please specify)","Medical Assistant/Phlebotomist",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Associates","less than Bachelors"
370,"Region 3","Medium","Supervisor","Certified Community Health Worker,Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC)",NA,"High school or equivalent,Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Associates","less than Bachelors"
371,"Region 2","Small","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
372,"Region 2","Small","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"Yes","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"MSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masters or higher","Bachelors or higher"
373,"Region 2","Small","Supervisor","Certified in Public Health (CPH),Other Certification (please specify)","certified","NREMT","No",NA,NA,"Other associate degree (please specify),BS/BA,Other master's degree (please specify)","Graphic Design and Web Design",NA,"Public Health Certificate",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
374,"Region 5","Small","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"High school or equivalent,Other associate degree (please specify),BS/BA,Other bachelor's degree (please specify)","Diploma RN program","Sociology",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
375,"Region 5","Large","Non-supervisor","Other Certification (please specify)","certified","Natural Resource Conflict Resolution","No",NA,NA,"High school or equivalent,BS/BA,MPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
376,"Region 1","Frontier","Non-supervisor","Nurse certification (RN, LPN, NP, BSN)","certified",NA,"No",NA,NA,"BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bachelors","Bachelors or higher"
377,"Region 5","Large","Supervisor","Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),Other Certification (please specify)","certified","CFPM, CPO","Yes","Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,Certified in Public Health (CPH),Infection Control Certification (CIC),Laboratory Certification",NA,"High school or equivalent,Other associate degree (please specify),BS/BA,MA/MS","General Associate Degree (AA)",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Masters or higher","Bachelors or higher"
378,"Region 5","Large","Non-supervisor","Certified in Public Health (CPH),Other Certification (please specify)","certified","Certified Prevention Specialist","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"BS/BA,I am currently pursuing a degree",NA,NA,NA,"MPH",NA,NA,NA,NA,NA,"No",NA,NA,"Bachelors","Bachelors or higher"
379,"Region 5","Large","Non-supervisor","Not formally certified","Not formally certified",NA,"No",NA,NA,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High school or equivalent","less than Bachelors"
