topic,engage_imp,engage_skill
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Beginner
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,Somewhat important,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Very important,Expert
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Beginner
desc_role,Very important,Expert
desc_role,Moderately important,Proficient
desc_role,Somewhat important,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Not Important,NA
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Very important,Expert
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Moderately important,Expert
desc_role,Somewhat important,NA
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,Not Important,NA
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,NA,NA
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Moderately important,Proficient
desc_role,Not Important,NA
desc_role,Very important,Beginner
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Beginner
desc_role,Somewhat important,NA
desc_role,Moderately important,Beginner
desc_role,Moderately important,Beginner
desc_role,NA,NA
desc_role,Very important,Expert
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Moderately important,Proficient
desc_role,Very important,Expert
desc_role,Somewhat important,NA
desc_role,Moderately important,Proficient
desc_role,Moderately important,Beginner
desc_role,Very important,Proficient
desc_role,Very important,Proficient
desc_role,Moderately important,Proficient
desc_role,Very important,Proficient
desc_role,NA,NA
desc_role,Somewhat important,NA
desc_role,Somewhat important,NA
desc_role,Very important,Expert
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Not Important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,Moderately important,Beginner
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,Very important,Beginner
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,Moderately important,Expert
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,Not Important,NA
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Not Important,NA
assess,Very important,Proficient
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Unable to perform
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Somewhat important,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Not Important,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Expert
assess,Moderately important,Proficient
assess,Moderately important,Beginner
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Expert
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,Very important,Proficient
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,Moderately important,Beginner
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Beginner
assess,Very important,Proficient
assess,NA,NA
assess,Somewhat important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Beginner
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Expert
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,Moderately important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Very important,Proficient
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
assess,Not Important,NA
assess,NA,NA
assess,NA,NA
assess,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Expert
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Beginner
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Moderately important,Beginner
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Not Important,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Moderately important,Beginner
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Moderately important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Expert
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Moderately important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Expert
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Moderately important,Beginner
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Somewhat important,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Expert
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Beginner
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Proficient
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,Very important,Expert
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
advocate,NA,NA
