respondent_id,lhj_code,region,size,agency,supervisor_status,domain,topic,imp_rank,skill_rank,section
_401,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_402,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_403,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_404,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_405,RIP,Region 4,Frontier,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_406,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_407,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_408,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_409,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_410,IXW,Region 1,Small,Tribal Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_411,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_412,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_413,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_414,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_415,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_416,EVG,Region 2,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_417,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_418,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_419,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_420,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_421,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_422,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_423,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_424,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_425,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_426,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_427,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_428,STW,Region 5,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_429,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_430,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_431,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_432,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_433,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_434,MVU,Region 2,Small,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_435,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_436,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_437,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_438,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_439,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_440,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_441,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_442,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_443,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_444,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_445,KNA,Region 5,Large,County Health Department,Supervisor,comm,comm_understand,Very important,Proficient,SecA
_446,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_447,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_448,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_understand,NA,NA,SecA
_001,QGZ,Region 1,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_002,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_003,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_004,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_005,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_006,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_007,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_008,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_009,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_010,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_011,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_012,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Not Important,NA,SecA
_013,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_014,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_015,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_016,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_017,JIK,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_018,SAA,Region 1,Frontier,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_019,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_020,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_021,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_022,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_023,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_024,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_025,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_026,JIK,Region 1,Frontier,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_027,CYQ,Region 5,Small,Tribal Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_028,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_029,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_030,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_031,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_032,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_033,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_034,PQS,Region 4,Large,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_035,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_036,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_037,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_038,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_039,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_040,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_041,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_042,TDK,Region 1,Medium,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_043,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_044,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_045,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_046,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_047,HPF,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_048,HPF,Region 4,Large,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_049,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_050,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_051,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_052,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_053,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_054,GMU,Region 1,Frontier,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_055,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_056,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_057,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_058,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_059,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_060,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_061,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_062,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_063,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_064,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_065,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_066,QGZ,Region 1,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Expert,SecA
_067,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Expert,SecA
_068,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_069,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_070,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_071,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_072,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_073,WBW,Region 5,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_074,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_075,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_076,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_077,PRF,Region 4,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_078,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_079,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_080,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Expert,SecA
_081,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_082,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_083,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_084,KRO,Region 1,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_085,JMO,Region 1,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_086,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_087,HPF,Region 4,Large,County Health Department,Executive,comm,comm_persuade,Moderately important,Proficient,SecA
_088,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_089,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_090,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_091,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_092,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_093,SMA,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_094,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_095,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_096,SMA,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_097,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_098,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_099,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_100,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_101,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_102,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_103,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_104,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_105,NCJ,Region 2,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_106,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_107,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_108,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_persuade,Very important,Expert,SecA
_109,STW,Region 5,Small,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_110,NDQ,Region 3,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_111,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_112,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_113,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Expert,SecA
_114,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_115,NDQ,Region 3,Medium,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_116,NDQ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_117,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_118,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_119,KRO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_120,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_121,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_122,ZGF,Region 4,Frontier,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_123,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_124,ZGF,Region 4,Frontier,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_125,RIP,Region 4,Frontier,County Health Department,Executive,comm,comm_persuade,Moderately important,Beginner,SecA
_126,FHK,Region 1,Frontier,County Health Department,Supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_127,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_128,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_129,WBE,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_130,TDK,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_131,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_132,KNN,Region 1,Frontier,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_133,CYQ,Region 5,Small,Tribal Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_134,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_135,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_136,JZC,Region 3,Frontier,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_137,YKE,Region 2,Small,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_138,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_139,NCJ,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_140,LQD,Region 4,Small,County Health Department,Supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_141,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_142,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_143,PQS,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_144,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_145,HVJ,Region 3,Medium,County Health Department,Supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_146,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Not Important,NA,SecA
_147,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_148,INE,Region 5,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_149,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_150,INE,Region 5,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_151,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_152,JSO,Region 3,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_153,CYQ,Region 5,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_154,EUP,Region 2,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_155,TDK,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_156,PRF,Region 4,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_157,KNA,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_158,WBW,Region 5,Large,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_159,RZY,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_160,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_161,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_162,CKZ,Region 5,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_163,YLZ,Region 4,Medium,County Health Department,Executive,comm,comm_persuade,Moderately important,Proficient,SecA
_164,WBW,Region 5,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_165,PRF,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_166,ZKQ,Region 2,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Beginner,SecA
_167,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_168,DDI,Region 1,Medium,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_169,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_170,VKQ,Region 2,Frontier,County Health Department,Supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_171,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_172,ACX,Region 2,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_173,YNM,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_174,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_175,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_176,JSO,Region 3,Large,County Health Department,Executive,comm,comm_persuade,Very important,Expert,SecA
_177,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_178,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
_179,ACX,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_180,YKE,Region 2,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_181,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_182,HVJ,Region 3,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_183,DDI,Region 1,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_184,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_185,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_186,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_187,ZAP,Region 4,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_188,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_189,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_190,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_191,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_192,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_193,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_194,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_195,EUP,Region 2,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_196,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_197,XHF,Region 2,Small,Tribal Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_198,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_199,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_200,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_201,YLZ,Region 4,Medium,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_202,GMU,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_203,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_204,PQS,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Somewhat important,NA,SecA
_205,GMU,Region 1,Frontier,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Beginner,SecA
_206,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_207,XHF,Region 2,Small,Tribal Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_208,JSO,Region 3,Large,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_209,ZAP,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_210,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_211,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_212,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_213,HPF,Region 4,Large,County Health Department,Executive,comm,comm_persuade,Very important,Proficient,SecA
_214,HPF,Region 4,Large,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_215,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Expert,SecA
_216,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Proficient,SecA
_217,JMO,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_218,QGZ,Region 1,Small,County Health Department,Non-supervisor,comm,comm_persuade,Very important,Proficient,SecA
_219,YOH,Region 1,Frontier,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_220,LVI,Region 4,Small,County Health Department,Supervisor,comm,comm_persuade,Very important,Proficient,SecA
_221,LVI,Region 4,Small,County Health Department,Non-supervisor,comm,comm_persuade,Moderately important,Beginner,SecA
